City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
353,Bathsheba,BB,13.2167,-59.5167,77.61,73,40,17.27,light rain,2023-01-19 02:17:51
354,Ust-Nera,RU,64.5667,143.2,-21.6,99,100,6.31,overcast clouds,2023-01-19 02:17:52
355,Mbandaka,CD,0.0487,18.2603,78.12,53,100,2.86,overcast clouds,2023-01-19 02:17:52
356,Igarka,RU,67.4667,86.5833,-16.83,85,100,5.3,overcast clouds,2023-01-19 02:17:52
357,Eregli,TR,37.5133,34.0467,38.03,63,0,1.61,clear sky,2023-01-19 02:17:53
358,Sabzevar,IR,36.2126,57.6819,34.88,61,49,3.09,scattered clouds,2023-01-19 02:17:53
359,Lazaro Cardenas,MX,17.9583,-102.2,72.66,71,99,5.84,overcast clouds,2023-01-19 02:17:54
360,Honningsvag,NO,70.9821,25.9704,28.15,80,100,14.97,overcast clouds,2023-01-19 02:17:54
361,Taos,US,36.4072,-105.5731,27.0,78,100,13.8,light snow,2023-01-19 02:17:54
362,Buala,SB,-8.145,159.5921,85.1,72,95,11.41,light rain,2023-01-19 02:17:54
363,Shakawe,BW,-18.3667,21.85,66.63,97,91,3.13,overcast clouds,2023-01-19 02:17:55
364,Narsaq,GL,60.9167,-46.05,34.02,88,100,8.86,light snow,2023-01-19 02:17:55
365,Sydney Mines,CA,46.2367,-60.2177,38.17,93,100,3.44,overcast clouds,2023-01-19 02:17:55
366,La Serena,CL,-29.9078,-71.2542,62.11,88,100,5.75,overcast clouds,2023-01-19 02:17:56
367,Takaungu,KE,-3.6837,39.8566,76.42,85,99,7.4,overcast clouds,2023-01-19 02:17:56
368,Hauterive,FR,46.0901,3.4459,30.96,98,100,4.14,snow,2023-01-19 02:17:56
369,Gwembe,ZM,-16.4975,27.6069,61.47,98,79,3.62,broken clouds,2023-01-19 02:17:57
370,Waingapu,ID,-9.6567,120.2641,84.31,67,95,6.64,overcast clouds,2023-01-19 02:17:57
371,Cerkezkoy,TR,41.285,28.0003,55.58,67,0,11.5,clear sky,2023-01-19 02:17:58
372,Carlsbad,US,33.1581,-117.3506,55.29,75,0,4.0,clear sky,2023-01-19 02:17:58
373,Coquimbo,CL,-29.9533,-71.3436,62.33,88,100,5.75,overcast clouds,2023-01-19 02:17:58
374,Kungurtug,RU,50.5994,97.5228,-19.52,95,98,2.08,overcast clouds,2023-01-19 02:17:59
375,Tuatapere,NZ,-46.1333,167.6833,76.15,42,32,4.88,scattered clouds,2023-01-19 02:17:59
376,Hervey Bay,AU,-25.2986,152.8535,85.01,57,0,8.99,clear sky,2023-01-19 02:17:59
377,Port Hedland,AU,-20.3167,118.5667,77.05,100,100,12.66,overcast clouds,2023-01-19 02:15:24
378,Itarema,BR,-2.9248,-39.9167,77.61,84,100,9.69,overcast clouds,2023-01-19 02:15:40
379,Kita,ML,13.0349,-9.4895,70.88,16,0,4.29,clear sky,2023-01-19 02:18:00
380,Hambantota,LK,6.1241,81.1185,73.45,71,79,14.5,broken clouds,2023-01-19 02:18:00
381,Alofi,NU,-19.0595,-169.9187,84.09,74,40,8.05,light rain,2023-01-19 02:18:00
382,Timberlake,US,37.3207,-79.2575,51.42,77,0,0.0,clear sky,2023-01-19 02:18:01
383,Oksfjord,NO,70.2396,22.3479,28.58,85,100,11.86,light snow,2023-01-19 02:18:01
384,Marsabit,KE,2.3284,37.9899,67.21,36,100,8.5,overcast clouds,2023-01-19 02:18:02
385,Mouila,GA,-1.8685,11.0559,74.12,96,100,1.5,overcast clouds,2023-01-19 02:18:02
386,Hami,CN,42.8,93.45,12.79,55,0,7.61,clear sky,2023-01-19 02:18:02
387,San Miguelito,PA,9.0333,-79.5,79.34,81,100,5.75,overcast clouds,2023-01-19 02:18:03
388,Taywarah,AF,33.35,64.4167,11.39,97,71,3.91,broken clouds,2023-01-19 02:18:03
389,Udachnyy,RU,66.4167,112.4,-57.46,100,60,1.97,broken clouds,2023-01-19 02:18:03
390,Roebourne,AU,-20.7833,117.1333,82.18,70,96,8.28,light rain,2023-01-19 02:18:04
391,Walvis Bay,NA,-22.9575,14.5053,66.09,80,93,8.9,overcast clouds,2023-01-19 02:18:04
392,Kirakira,SB,-10.4544,161.9205,84.34,72,100,10.65,moderate rain,2023-01-19 02:18:04
393,Ahuimanu,US,21.4447,-157.8378,82.11,61,75,11.5,broken clouds,2023-01-19 02:18:05
394,Koshurnikovo,RU,54.1667,93.3,-2.88,99,100,2.68,light snow,2023-01-19 02:18:05
395,Carutapera,BR,-1.195,-46.02,73.33,94,97,1.32,overcast clouds,2023-01-19 02:15:31
396,Kazanskoye,RU,55.6448,69.235,6.98,90,78,6.29,broken clouds,2023-01-19 02:18:05
397,Mocuba,MZ,-16.8392,36.9856,71.55,98,94,1.79,overcast clouds,2023-01-19 02:18:06
398,Loubomo,CG,-4.1997,12.6739,71.87,94,100,2.42,overcast clouds,2023-01-19 02:18:06
399,Bugene,TZ,-1.5911,31.1403,55.89,90,27,3.04,scattered clouds,2023-01-19 02:18:06
400,Sao Filipe,CV,14.8961,-24.4956,75.13,65,1,12.57,clear sky,2023-01-19 02:18:07
401,Deputatskiy,RU,69.3,139.9,-31.67,100,99,0.63,overcast clouds,2023-01-19 02:18:07
402,Emerald,AU,-23.5333,148.1667,84.34,55,0,10.38,clear sky,2023-01-19 02:18:07
403,Santa Maria,BR,-29.6842,-53.8069,72.86,85,41,11.79,scattered clouds,2023-01-19 02:18:08
404,Richards Bay,ZA,-28.783,32.0377,78.35,77,100,14.41,overcast clouds,2023-01-19 02:18:08
405,Bend,US,44.0582,-121.3153,34.38,85,0,3.44,clear sky,2023-01-19 02:17:22
406,Laguna,US,38.421,-121.4238,53.58,77,100,12.66,overcast clouds,2023-01-19 02:18:08
407,Bulgan,MN,48.8125,103.5347,-15.27,86,9,3.13,clear sky,2023-01-19 02:18:09
408,Akdepe,TM,42.0551,59.3788,10.49,55,30,7.81,scattered clouds,2023-01-19 02:18:09
409,Lincoln,US,40.8,-96.667,33.71,95,100,9.22,mist,2023-01-19 02:15:33
410,Reconquista,AR,-29.15,-59.65,86.0,35,6,5.57,clear sky,2023-01-19 02:18:10
411,Banda Aceh,ID,5.5577,95.3222,78.85,76,100,11.74,overcast clouds,2023-01-19 02:18:10
412,Mansa,IN,29.9833,75.3833,45.97,44,86,4.27,overcast clouds,2023-01-19 02:18:10
413,Vanimo,PG,-2.6741,141.3028,82.83,68,93,6.42,overcast clouds,2023-01-19 02:18:11
414,Lobito,AO,-12.3481,13.5456,76.39,81,100,4.23,overcast clouds,2023-01-19 02:18:11
415,Devils Lake,US,48.1128,-98.8651,17.71,93,100,3.44,overcast clouds,2023-01-19 02:14:57
416,Raton,US,36.9034,-104.4391,25.41,80,0,11.5,clear sky,2023-01-19 02:18:11
417,Berlevag,NO,70.8578,29.0864,30.2,80,100,11.5,overcast clouds,2023-01-19 02:18:12
418,Khandyga,RU,62.6667,135.6,-55.5,97,92,0.98,overcast clouds,2023-01-19 02:18:12
419,Fortuna,US,40.5982,-124.1573,43.66,96,20,6.91,few clouds,2023-01-19 02:14:50
420,Montijo,PT,38.7067,-8.9739,50.0,94,20,2.3,few clouds,2023-01-19 02:18:13
421,Almaty,KZ,43.25,76.95,-2.29,78,20,4.47,mist,2023-01-19 02:18:13
422,Kashi,CN,39.4547,75.9797,4.21,66,20,6.71,few clouds,2023-01-19 02:18:13
423,Ilulissat,GL,69.2167,-51.1,-30.93,66,0,5.35,clear sky,2023-01-19 02:18:14
424,Khawhai,IN,23.3667,93.1167,44.04,48,0,1.92,clear sky,2023-01-19 02:18:14
425,Xuanhua,CN,40.6103,115.0447,20.07,59,81,14.41,broken clouds,2023-01-19 02:18:15
426,Lasa,IT,46.6166,10.7002,31.03,92,100,6.93,light snow,2023-01-19 02:18:15
427,Ribeira Grande,PT,38.5167,-28.7,54.77,84,19,4.0,few clouds,2023-01-19 02:18:15
428,Plettenberg Bay,ZA,-34.0527,23.3716,70.9,96,100,6.2,overcast clouds,2023-01-19 02:18:16
429,Hamilton,US,39.1834,-84.5333,44.94,90,100,12.66,moderate rain,2023-01-19 02:15:16
430,Port Blair,IN,11.6667,92.75,75.24,83,100,2.3,mist,2023-01-19 02:18:16
431,Tezu,IN,27.9167,96.1667,59.79,26,0,1.34,clear sky,2023-01-19 02:18:16
432,Abadiania,BR,-16.2042,-48.7069,67.12,86,7,0.81,clear sky,2023-01-19 02:18:17
433,Ancud,CL,-41.8697,-73.8203,55.96,83,7,3.02,clear sky,2023-01-19 02:18:17
434,Baherden,TM,38.4362,57.4316,32.2,59,92,2.44,overcast clouds,2023-01-19 02:18:17
435,Isangel,VU,-19.55,169.2667,77.11,88,100,21.85,overcast clouds,2023-01-19 02:18:18
436,Gualeguay,AR,-33.1416,-59.3097,73.35,73,85,8.61,overcast clouds,2023-01-19 02:18:18
437,Kloulklubed,PW,7.0419,134.2556,81.1,80,99,16.53,light rain,2023-01-19 02:18:18
438,Vila Velha,BR,-20.3297,-40.2925,75.15,91,40,5.75,scattered clouds,2023-01-19 02:18:19
439,Lorengau,PG,-2.0226,147.2712,82.9,76,59,9.75,broken clouds,2023-01-19 02:18:19
440,Cascais,PT,38.6979,-9.4215,49.93,74,95,23.0,overcast clouds,2023-01-19 02:17:50
441,Suluq,LY,31.6682,20.2521,53.08,56,66,13.87,broken clouds,2023-01-19 02:17:19
442,Chongwe,ZM,-15.3292,28.682,63.36,99,100,1.81,light rain,2023-01-19 02:18:20
443,Arman,RU,59.7,150.1667,-13.4,77,86,13.27,overcast clouds,2023-01-19 02:18:20
444,Palmas De Monte Alto,BR,-14.2672,-43.1619,68.02,80,74,4.38,broken clouds,2023-01-19 02:18:20
445,Cumberland,US,35.0502,-78.8664,58.46,88,0,1.01,clear sky,2023-01-19 02:15:54
446,Tikrit,IQ,34.6071,43.6782,50.0,73,0,9.42,clear sky,2023-01-19 02:18:21
447,Acapulco,MX,16.8634,-99.8901,78.62,65,20,3.44,few clouds,2023-01-19 02:13:56
448,Lanxi,CN,29.2195,119.477,45.3,52,41,0.51,scattered clouds,2023-01-19 02:18:21
449,Luderitz,NA,-26.6481,15.1594,65.55,85,5,9.64,clear sky,2023-01-19 02:18:21
450,Komsomolskiy,UZ,40.4272,71.7189,16.52,79,79,4.61,mist,2023-01-19 02:18:22
451,Prainha,BR,-1.8,-53.48,70.75,99,100,1.86,overcast clouds,2023-01-19 02:18:22
452,Champerico,GT,14.3,-91.9167,77.94,65,97,5.21,overcast clouds,2023-01-19 02:18:23
453,Bogotol,RU,56.2078,89.5342,0.54,97,100,4.92,overcast clouds,2023-01-19 02:18:23
454,Urengoy,RU,65.9667,78.3667,-14.75,98,70,6.51,broken clouds,2023-01-19 02:18:23
455,Agadir,MA,30.4202,-9.5982,50.45,56,0,5.3,clear sky,2023-01-19 02:17:27
456,Aktau,KZ,43.65,51.2,14.58,43,6,9.82,clear sky,2023-01-19 02:18:24
457,Salalah,OM,17.0151,54.0924,70.02,55,6,17.38,clear sky,2023-01-19 02:18:24
458,Beidao,CN,34.5686,105.8933,24.42,71,100,1.92,overcast clouds,2023-01-19 02:18:24
459,Caravelas,BR,-17.7125,-39.2481,74.14,91,0,3.42,clear sky,2023-01-19 02:18:25
460,Svetlogorsk,BY,52.6333,29.7333,39.11,88,59,10.98,broken clouds,2023-01-19 02:18:25
461,Mujiayingzi,CN,42.1167,118.7833,17.51,63,8,10.85,clear sky,2023-01-19 02:18:25
462,Abu Kamal,SY,34.4506,40.9171,51.1,79,0,7.47,clear sky,2023-01-19 02:18:26
463,Lumeje,AO,-11.55,20.7833,62.33,96,100,4.94,overcast clouds,2023-01-19 02:18:26
464,Jackson,US,42.4165,-122.8345,38.44,93,75,0.0,broken clouds,2023-01-19 02:16:34
465,Touros,BR,-5.1989,-35.4608,78.57,77,34,10.6,scattered clouds,2023-01-19 02:18:27
466,Zeya,RU,53.75,127.2667,-22.74,82,100,5.55,overcast clouds,2023-01-19 02:18:27
467,Opunake,NZ,-39.4556,173.8583,72.63,71,4,11.7,clear sky,2023-01-19 02:18:27
468,Fayaoue,NC,-20.65,166.5333,77.77,76,99,24.36,overcast clouds,2023-01-19 02:18:28
469,Balsas,BR,-7.5325,-46.0356,70.34,96,86,1.5,heavy intensity rain,2023-01-19 02:18:28
470,Alcains,PT,39.9164,-7.4566,36.1,85,0,5.44,clear sky,2023-01-19 02:18:28
471,Saint Anthony,US,45.0205,-93.218,33.24,84,100,13.8,overcast clouds,2023-01-19 02:18:29
472,Qasigiannguit,GL,68.8193,-51.1922,-31.29,66,0,3.74,clear sky,2023-01-19 02:18:29
473,Hita,JP,33.3167,130.9333,45.28,59,26,4.99,scattered clouds,2023-01-19 02:18:29
474,Bonavista,CA,48.6499,-53.1147,35.78,94,100,10.02,overcast clouds,2023-01-19 02:18:30
475,Takapau,NZ,-40.0333,176.35,62.46,91,100,1.88,overcast clouds,2023-01-19 02:18:30
476,Jacmel,HT,18.2342,-72.5347,73.24,78,0,2.13,clear sky,2023-01-19 02:18:30
477,Killybegs,IE,54.6333,-8.45,39.36,71,100,9.08,overcast clouds,2023-01-19 02:18:31
478,Beyneu,KZ,45.3167,55.2,23.97,71,0,10.11,clear sky,2023-01-19 02:18:31
479,Dingle,PH,10.9995,122.6711,81.0,83,68,15.43,broken clouds,2023-01-19 02:18:31
480,Marshfield,US,44.6689,-90.1718,29.66,86,100,17.27,overcast clouds,2023-01-19 02:17:20
481,Qeshm,IR,26.9581,56.2719,60.69,59,43,19.35,scattered clouds,2023-01-19 02:18:32
482,Colorado,BR,-22.8375,-51.9731,72.77,85,100,7.56,overcast clouds,2023-01-19 02:18:32
483,Manaus,BR,-3.1019,-60.025,75.7,83,20,10.36,moderate rain,2023-01-19 02:15:47
484,Kasane,BW,-17.8167,25.15,65.05,97,98,4.09,overcast clouds,2023-01-19 02:18:32
485,Omis,HR,43.4447,16.6886,53.53,80,97,19.73,light rain,2023-01-19 02:18:33
486,Kavieng,PG,-2.5744,150.7967,84.63,69,48,10.71,light rain,2023-01-19 02:18:33
487,Puerto Boyaca,CO,5.9758,-74.5885,72.84,94,10,0.92,clear sky,2023-01-19 02:18:33
488,Vangaindrano,MG,-23.35,47.6,74.41,84,85,6.76,overcast clouds,2023-01-19 02:18:34
489,Naze,JP,28.3667,129.4833,54.52,56,72,9.37,broken clouds,2023-01-19 02:18:34
490,Salinas,US,36.6777,-121.6555,52.92,78,0,4.61,clear sky,2023-01-19 02:15:32
491,Arvada,US,39.8028,-105.0875,28.31,91,100,3.0,overcast clouds,2023-01-19 02:15:38
492,Point Fortin,TT,10.1833,-61.6833,74.89,79,100,12.01,overcast clouds,2023-01-19 02:18:35
493,Wajid,SO,3.8093,43.2471,70.21,71,56,16.15,broken clouds,2023-01-19 02:18:35
494,Padang,ID,-0.9492,100.3543,80.65,83,100,2.01,overcast clouds,2023-01-19 02:18:35
495,Xining,CN,36.6167,101.7667,7.72,60,0,1.7,clear sky,2023-01-19 02:18:36
496,Nimaj,IN,26.1497,74.0,50.09,38,3,9.15,clear sky,2023-01-19 02:18:36
497,Sambava,MG,-14.2667,50.1667,77.72,92,100,20.09,moderate rain,2023-01-19 02:18:36
498,Henties Bay,NA,-22.116,14.2845,65.62,89,34,7.0,scattered clouds,2023-01-19 02:18:37
499,Maine-Soroa,NE,13.2114,12.0241,64.22,24,0,9.08,clear sky,2023-01-19 02:18:37
500,Kalispell,US,48.1958,-114.3129,32.04,86,100,3.44,overcast clouds,2023-01-19 02:16:01
501,Santa Rosa,PH,14.3122,121.1114,84.11,66,57,15.68,broken clouds,2023-01-19 02:18:37
502,Dwarka,IN,22.2394,68.9678,66.54,53,15,9.91,few clouds,2023-01-19 02:18:38
503,Kashan,IR,33.9831,51.4364,38.95,54,0,1.9,clear sky,2023-01-19 02:18:38
504,Beloha,MG,-25.1667,45.05,70.05,83,4,6.93,clear sky,2023-01-19 02:18:38
505,West Helena,US,34.5507,-90.6418,55.15,93,100,6.96,overcast clouds,2023-01-19 02:18:38
506,Kotdwara,IN,29.75,78.5333,54.34,50,100,3.31,overcast clouds,2023-01-19 02:18:39
507,Thunder Bay,CA,48.4001,-89.3168,21.18,73,100,6.91,overcast clouds,2023-01-19 02:17:36
508,Shakiso,ET,5.75,38.9167,52.65,51,15,4.09,few clouds,2023-01-19 02:18:39
509,Nantucket,US,41.2835,-70.0995,45.0,77,0,12.66,clear sky,2023-01-19 02:18:39
510,Buchanan,LR,5.8808,-10.0467,77.99,88,49,2.66,scattered clouds,2023-01-19 02:18:40
511,Kodyma,UA,48.0988,29.1246,45.48,84,100,6.22,overcast clouds,2023-01-19 02:16:58
512,Nouakchott,MR,18.0858,-15.9785,66.13,40,48,11.1,scattered clouds,2023-01-19 02:18:40
513,Sao Felix Do Xingu,BR,-6.6447,-51.995,70.23,98,100,0.36,overcast clouds,2023-01-19 02:18:40
514,Sawtell,AU,-30.3833,153.1,86.18,61,40,16.11,scattered clouds,2023-01-19 02:18:41
515,Tha Chang,TH,9.2642,99.1922,82.22,78,20,8.97,few clouds,2023-01-19 02:18:41
516,Kholodnyy,RU,62.7167,147.95,-20.85,94,100,3.76,overcast clouds,2023-01-19 02:18:41
517,Nokaneng,BW,-19.6667,22.2667,67.98,89,100,5.75,overcast clouds,2023-01-19 02:18:42
518,Liptovsky Hradok,SK,49.0396,19.7234,30.97,98,100,4.27,light snow,2023-01-19 02:18:42
519,Vestmannaeyjar,IS,63.4427,-20.2734,25.65,69,20,14.63,few clouds,2023-01-19 02:18:42
520,Chicama,PE,-7.8447,-79.1469,66.74,67,100,5.19,overcast clouds,2023-01-19 02:18:43
521,Suwannaphum,TH,15.6035,103.8021,67.08,62,3,14.2,clear sky,2023-01-19 02:18:43
522,Valdivia,CL,-39.8142,-73.2459,60.89,72,1,1.12,clear sky,2023-01-19 02:18:27
523,Camocim,BR,-2.9022,-40.8411,75.97,88,100,7.38,overcast clouds,2023-01-19 02:18:43
524,Frunze,UA,48.6686,38.7544,35.78,82,100,12.28,overcast clouds,2023-01-19 02:18:44
525,Barmer,IN,25.75,71.3833,51.48,28,79,8.41,broken clouds,2023-01-19 02:18:44
526,Oga,IT,46.4631,10.347,22.8,93,100,7.74,overcast clouds,2023-01-19 02:18:44
527,Maltahohe,NA,-24.8333,16.9833,73.76,37,18,12.33,few clouds,2023-01-19 02:18:45
528,Omaruru,NA,-21.4333,15.9333,71.53,71,100,7.11,overcast clouds,2023-01-19 02:18:45
529,Tilichiki,RU,60.4667,166.1,-9.45,88,100,9.4,overcast clouds,2023-01-19 02:18:46
530,Nola,IT,40.922,14.5329,50.4,83,100,11.12,overcast clouds,2023-01-19 02:18:46
531,Ulaangom,MN,49.9811,92.0667,-7.82,95,100,1.05,overcast clouds,2023-01-19 02:18:46
532,Dalianwan,CN,39.0286,121.695,39.24,52,0,6.71,clear sky,2023-01-19 02:18:47
533,Chingola,ZM,-12.529,27.8838,59.72,99,97,3.24,overcast clouds,2023-01-19 02:18:47
534,Arona,ES,28.0996,-16.681,58.82,68,75,18.41,broken clouds,2023-01-19 02:15:07
535,Goderich,CA,43.7501,-81.7165,34.92,100,100,2.3,overcast clouds,2023-01-19 02:18:47
536,Praya,CV,14.9215,-23.5087,72.86,74,93,19.48,overcast clouds,2023-01-19 02:18:47
537,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.74,93,87,1.03,overcast clouds,2023-01-19 02:18:48
538,Sadiqabad,PK,28.3062,70.1307,52.36,30,79,9.98,broken clouds,2023-01-19 02:18:48
539,Kyshtovka,RU,56.555,76.6271,8.29,97,78,7.76,broken clouds,2023-01-19 02:18:48
540,San Isidro,PE,-12.1167,-77.05,75.02,78,0,8.05,clear sky,2023-01-19 02:18:49
541,Monterey,US,36.2505,-121.2516,43.9,73,53,4.23,broken clouds,2023-01-19 02:18:12
542,Ronchi Dei Legionari,IT,45.8236,13.5097,44.38,93,100,4.61,moderate rain,2023-01-19 02:18:49
543,Manicore,BR,-5.8092,-61.3003,69.67,96,100,2.77,overcast clouds,2023-01-19 02:18:49
544,Raudeberg,NO,61.9875,5.1352,34.95,64,94,11.92,light snow,2023-01-19 02:18:50
545,Pribyslav,CZ,49.5768,15.7386,33.01,99,100,9.86,overcast clouds,2023-01-19 02:18:50
546,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,72.0,98,100,2.26,overcast clouds,2023-01-19 02:18:50
547,Yangjiang,CN,21.85,111.9667,57.74,61,0,8.05,clear sky,2023-01-19 02:18:51
548,Moron,AR,-34.6534,-58.6198,79.97,77,100,11.05,overcast clouds,2023-01-19 02:18:51
549,Durham,US,36.0335,-78.8664,56.26,87,100,3.44,overcast clouds,2023-01-19 02:16:33
550,Katsuura,JP,35.1333,140.3,47.5,69,100,15.46,overcast clouds,2023-01-19 02:18:51
551,Semey,KZ,50.4111,80.2275,-10.98,77,42,4.47,scattered clouds,2023-01-19 02:18:52
552,Metsavan,AM,41.2016,44.2288,26.76,63,9,6.06,clear sky,2023-01-19 02:18:52
553,Zhanaozen,KZ,43.3,52.8,25.0,56,0,9.42,clear sky,2023-01-19 02:18:52
554,Narimanov,RU,46.6927,47.8498,13.91,78,8,8.03,clear sky,2023-01-19 02:18:53
555,Opuwo,NA,-18.0607,13.84,67.91,79,100,1.48,light rain,2023-01-19 02:18:53
556,Kanchanaburi,TH,14.6333,99.1,74.89,58,64,3.36,broken clouds,2023-01-19 02:18:53
557,Half Moon Bay,US,37.4636,-122.4286,55.26,81,100,11.5,overcast clouds,2023-01-19 02:15:22
558,Mato Verde,BR,-15.3972,-42.8664,67.78,88,1,4.29,clear sky,2023-01-19 02:18:54
559,West Wendover,US,40.7391,-114.0733,21.36,89,90,2.62,overcast clouds,2023-01-19 02:15:59
560,Mogadishu,SO,2.0371,45.3438,76.19,84,100,18.28,overcast clouds,2023-01-19 02:14:06
561,Panama City,PA,8.9936,-79.5197,79.84,81,100,5.75,overcast clouds,2023-01-19 02:15:52
562,Turayf,SA,31.6725,38.6637,39.45,87,0,0.0,clear sky,2023-01-19 02:18:54
563,Constitucion,CL,-35.3333,-72.4167,56.1,93,16,3.89,few clouds,2023-01-19 02:18:55
564,Trincomalee,LK,8.5711,81.2335,77.59,63,5,12.12,clear sky,2023-01-19 02:18:55
565,Madison,US,34.7334,-86.5667,68.09,88,75,20.71,broken clouds,2023-01-19 02:14:46
566,Santa Lucia,ES,27.9117,-15.5407,54.77,82,75,9.22,broken clouds,2023-01-19 02:18:02
567,Kamenka,RU,51.3223,42.7678,20.59,79,32,14.45,scattered clouds,2023-01-19 02:18:56
568,Hobyo,SO,5.3505,48.5268,76.17,76,88,19.46,overcast clouds,2023-01-19 02:18:56
569,Polson,US,47.6936,-114.1632,17.92,95,84,1.3,broken clouds,2023-01-19 02:18:56
570,Gorokhovets,RU,56.1947,42.7003,23.54,85,15,14.18,few clouds,2023-01-19 02:18:56
571,Pacific Grove,US,36.6177,-121.9166,52.52,82,0,4.61,clear sky,2023-01-19 02:18:57
572,Tombouctou,ML,20.0,-3.0,68.29,16,100,7.38,overcast clouds,2023-01-19 02:18:57
573,Ugoofaaru,MV,5.6667,73.0,81.05,73,7,20.0,clear sky,2023-01-19 02:18:57
574,Vila Franca Do Campo,PT,37.7167,-25.4333,48.61,80,3,4.23,clear sky,2023-01-19 02:18:58
575,Srivardhan,IN,18.0333,73.0167,67.46,54,6,4.36,clear sky,2023-01-19 02:18:58
576,Awjilah,LY,29.1081,21.2869,55.2,41,81,11.25,broken clouds,2023-01-19 02:18:58
577,Vestnes,NO,62.6264,7.0884,33.71,88,100,6.62,overcast clouds,2023-01-19 02:18:59
578,Caconda,AO,-13.7333,15.0667,58.3,82,100,2.64,overcast clouds,2023-01-19 02:18:59
579,Brae,GB,60.3964,-1.353,37.6,89,100,22.06,moderate rain,2023-01-19 02:19:00
580,Maragogi,BR,-9.0122,-35.2225,76.82,86,28,7.9,scattered clouds,2023-01-19 02:19:00
581,Ust-Maya,RU,60.4167,134.5333,-44.93,92,100,1.83,overcast clouds,2023-01-19 02:19:01
582,Turukhansk,RU,65.8167,87.9833,-15.86,80,100,7.72,overcast clouds,2023-01-19 02:19:01
583,Priargunsk,RU,50.3691,119.1012,-15.36,97,94,6.11,overcast clouds,2023-01-19 02:19:02
584,Marawi,PH,7.9986,124.2928,78.24,72,40,3.4,scattered clouds,2023-01-19 02:19:02
585,Lakes Entrance,AU,-37.8811,147.981,69.17,56,33,13.06,scattered clouds,2023-01-19 02:19:02
586,Matagami,CA,49.7502,-77.6328,14.11,92,100,11.5,light snow,2023-01-19 02:19:03
587,Marevo,RU,57.3146,32.0804,37.94,93,100,17.0,overcast clouds,2023-01-19 02:19:03
588,Cabedelo,BR,-6.9811,-34.8339,75.87,84,62,11.41,broken clouds,2023-01-19 02:19:03
589,San Patricio,US,28.017,-97.5169,71.69,55,7,6.73,clear sky,2023-01-19 02:19:04
590,Cherskiy,RU,68.75,161.3,-45.0,99,94,3.78,overcast clouds,2023-01-19 02:19:04
591,Matay,EG,28.419,30.7792,52.5,43,0,3.69,clear sky,2023-01-19 02:19:05
592,Katrineholm,SE,58.9959,16.2072,30.72,91,100,4.25,overcast clouds,2023-01-19 02:19:05
593,Kardailovo,RU,51.5386,53.9042,-0.83,82,0,7.67,clear sky,2023-01-19 02:19:05
594,Yeppoon,AU,-23.1333,150.7333,83.98,71,19,14.67,few clouds,2023-01-19 02:19:06
595,Suntar,RU,62.1444,117.6319,-63.18,100,96,1.88,overcast clouds,2023-01-19 02:19:06
596,Husavik,IS,66.0449,-17.3389,25.3,77,100,11.07,light snow,2023-01-19 02:19:06
597,Quatre Cocos,MU,-20.2078,57.7625,79.09,88,97,15.32,moderate rain,2023-01-19 02:19:07
598,Saint-Ambroise,CA,48.5501,-71.3324,28.71,88,96,10.13,overcast clouds,2023-01-19 02:19:07
599,Astoria,US,46.1879,-123.8313,44.85,86,0,0.0,clear sky,2023-01-19 02:17:47
600,Storsteinnes,NO,69.2408,19.2344,29.37,90,100,5.84,overcast clouds,2023-01-19 02:19:07
601,Bilma,NE,18.6853,12.9164,60.31,21,3,4.47,clear sky,2023-01-19 02:19:08
602,Florianopolis,BR,-27.6146,-48.5012,74.62,89,75,4.61,broken clouds,2023-01-19 02:19:08
603,Imeni Babushkina,RU,59.7573,43.1285,23.14,89,97,12.35,overcast clouds,2023-01-19 02:19:09
604,Siva,EG,29.2041,25.5195,53.65,57,0,5.88,clear sky,2023-01-19 02:19:09
605,Vestmanna,FO,62.1564,-7.1664,36.52,81,75,21.85,drizzle rain,2023-01-19 02:19:09
606,Itoman,JP,26.1247,127.6694,65.17,55,20,11.5,few clouds,2023-01-19 02:19:10
607,Sept-Iles,CA,50.2001,-66.3821,33.06,78,100,11.5,overcast clouds,2023-01-19 02:19:10
608,Cuamba,MZ,-14.8031,36.5372,67.86,99,100,2.13,overcast clouds,2023-01-19 02:19:10
609,Zholymbet,KZ,51.7433,71.7122,-3.23,69,5,6.51,clear sky,2023-01-19 02:19:11
610,Tshela,CD,-4.9833,12.9333,73.27,99,100,0.29,light rain,2023-01-19 02:19:11
611,Thinadhoo,MV,0.5333,72.9333,81.66,74,67,10.51,broken clouds,2023-01-19 02:19:11
612,Dinguiraye,GN,11.3,-10.7167,69.15,18,0,2.21,clear sky,2023-01-19 02:19:12
613,Pochutla,MX,15.7432,-96.4661,76.82,84,24,5.12,few clouds,2023-01-19 02:19:12
614,Sarangani,PH,5.4033,125.4636,81.66,79,44,16.13,scattered clouds,2023-01-19 02:19:12
615,Diego De Almagro,CL,-26.3667,-70.05,67.05,49,0,2.64,clear sky,2023-01-19 02:19:13
616,Letchworth,GB,51.9794,-0.2284,32.4,93,39,3.0,scattered clouds,2023-01-19 02:19:13
